Arc,Meanshift_MC_value,Meanshift_Lib_value,Meanshift_Final_Status,Meanshift_rel_err,Std_MC_value,Std_Lib_value,Std_Final_Status,Std_rel_err,Skew_MC_value,Skew_Lib_value,Skew_Final_Status,Skew_rel_err
comb_NOR2X1_A_Z_rise_1_4,67.496,67.518,Pass,0.000326,99.9604,99.7525,Pass,-0.00208,103.4241,103.5069,Pass,0.000801
comb_AOI22X1_A_Z_fall_6_1,76.8919,77.1125,Pass,0.002869,116.2636,115.8844,Pass,-0.003262,44.1225,43.8968,Pass,-0.005115
comb_OAI21X2_A_Z_rise_3_2,95.3483,95.5914,Pass,0.00255,57.3172,57.1507,Pass,-0.002905,89.267,89.1948,Pass,-0.000809
comb_DFFX1_A_Z_fall_4_0,103.0797,103.125,Pass,0.000439,59.4618,59.5823,Pass,0.002027,94.018,93.7632,Pass,-0.00271
comb_MUX2X1_A_Z_rise_5_5,86.7155,86.3376,Pass,-0.004358,103.6295,103.724,Pass,0.000912,100.6682,100.3153,Pass,-0.003506
comb_XOR2X1_A_Z_fall_3_5,87.5189,87.6827,Pass,0.001872,51.2022,51.4596,Pass,0.005027,109.368,109.4066,Pass,0.000353
comb_BUFX4_A_Z_rise_6_3,80.2875,80.1538,Pass,-0.001665,85.648,85.8141,Pass,0.001939,88.1199,87.7482,Pass,-0.004218
comb_AND3X2_A_Z_fall_2_0,98.9035,98.9286,Pass,0.000254,101.9178,101.6644,Pass,-0.002486,92.2248,92.4216,Pass,0.002134
comb_INVX1_A_Z_rise_3_2,98.6629,98.4859,Pass,-0.001794,40.7715,40.6357,Pass,-0.003331,72.8227,72.9105,Pass,0.001206
comb_NAND2X1_A_Z_fall_0_0,97.6426,97.9403,Pass,0.003049,79.0656,79.1088,Pass,0.000546,71.0412,71.119,Pass,0.001095
comb_NOR2X1_A_Z_rise_4_0,52.5631,52.468,Pass,-0.001809,101.767,101.8016,Pass,0.00034,85.1489,85.0545,Pass,-0.001109
comb_AOI22X1_A_Z_fall_3_3,42.4351,42.7995,Pass,0.008587,92.1767,91.8591,Pass,-0.003446,91.4043,91.3272,Pass,-0.000844
comb_OAI21X2_A_Z_rise_5_3,60.5714,60.1939,Pass,-0.006232,55.1982,54.9077,Pass,-0.005263,65.9979,66.2435,Pass,0.003721
comb_DFFX1_A_Z_fall_4_6,70.7413,70.4308,Pass,-0.004389,64.2007,64.5272,Pass,0.005086,76.4466,76.1511,Pass,-0.003865
comb_MUX2X1_A_Z_rise_1_5,40.9212,41.1347,Pass,0.005217,69.4594,69.3669,Pass,-0.001332,74.9123,74.9377,Pass,0.000339
comb_XOR2X1_A_Z_fall_1_6,116.0113,115.7116,Pass,-0.002583,63.0247,63.1326,Pass,0.001712,62.1694,62.3803,Pass,0.003392
comb_BUFX4_A_Z_rise_5_3,93.9687,94.2362,Pass,0.002847,102.8607,102.757,Pass,-0.001008,57.1304,57.4919,Pass,0.006328
comb_AND3X2_A_Z_fall_2_3,111.839,111.5578,Pass,-0.002514,56.3188,55.9631,Pass,-0.006316,59.7054,59.3737,Pass,-0.005556
comb_INVX1_A_Z_rise_3_5,91.3902,91.3023,Pass,-0.000962,55.758,55.6694,Pass,-0.001589,70.5597,70.1797,Pass,-0.005386
comb_NAND2X1_A_Z_fall_1_5,80.752,80.8085,Pass,0.0007,65.3722,65.2182,Pass,-0.002356,74.8751,75.1255,Pass,0.003344
comb_NOR2X1_A_Z_rise_4_3,93.6491,93.628,Pass,-0.000225,72.6366,72.2737,Pass,-0.004996,50.1294,50.213,Pass,0.001668
comb_AOI22X1_A_Z_fall_3_6,111.5534,111.2021,Pass,-0.003149,111.374,111.0208,Pass,-0.003171,79.4277,79.0321,Pass,-0.004981
comb_OAI21X2_A_Z_rise_3_5,41.5425,41.8236,Pass,0.006767,91.4803,91.2183,Pass,-0.002864,57.5683,57.8441,Pass,0.004791
comb_DFFX1_A_Z_fall_3_4,89.269,89.0374,Pass,-0.002594,105.912,105.6507,Pass,-0.002467,41.1779,41.3811,Pass,0.004935
comb_MUX2X1_A_Z_rise_2_3,77.6166,77.8764,Pass,0.003347,115.6588,115.9548,Pass,0.002559,40.7271,40.9853,Pass,0.00634
comb_XOR2X1_A_Z_fall_5_4,42.9263,42.8,Pass,-0.002942,95.2936,95.6405,Pass,0.00364,72.658,72.6081,Pass,-0.000687
comb_BUFX4_A_Z_rise_4_2,81.9098,81.7011,Pass,-0.002548,98.1441,97.8119,Pass,-0.003385,112.9054,112.8652,Pass,-0.000356
comb_AND3X2_A_Z_fall_5_5,110.277,110.4659,Pass,0.001713,116.9811,117.256,Pass,0.00235,84.3163,83.9216,Pass,-0.004681
